V1,climate_change_affects,samp,samp2,bootstrap
7179,Yes,"","",""
7180,Yes,"","",""
7181,Yes,"","",""
7182,Yes,"","",""
7183,Yes,"","",""
7184,Yes,"","",""
7185,Yes,"","",""
7186,Yes,"","",""
7187,Yes,"","",""
7188,Yes,"","",""
7189,Yes,"","",""
7190,Yes,"","",""
7191,Yes,"","",""
7192,Yes,"","",""
7193,Yes,"","",""
7194,Yes,"","",""
7195,Yes,"","",""
7196,Yes,"","",""
7197,Yes,"","",""
7198,Yes,"","",""
7199,Yes,"","",""
7200,Yes,"","",""
7201,Yes,"","",""
7202,Yes,"","",""
7203,Yes,"","",""
7204,Yes,"","",""
7205,Yes,"","",""
7206,Yes,"","",""
7207,Yes,"","",""
7208,Yes,"","",""
7209,Yes,"","",""
7210,Yes,"","",""
7211,Yes,"","",""
7212,Yes,"","",""
7213,Yes,"","",""
7214,Yes,"","",""
7215,Yes,"","",""
7216,Yes,"","",""
7217,Yes,"","",""
7218,Yes,"","",""
7219,Yes,"","",""
7220,Yes,"","",""
7221,Yes,"","",""
7222,Yes,"","",""
7223,Yes,"","",""
7224,Yes,"","",""
7225,Yes,"","",""
7226,Yes,"","",""
7227,Yes,"","",""
7228,Yes,"","",""
7229,Yes,"","",""
7230,Yes,"","",""
7231,Yes,"","",""
7232,Yes,"","",""
7233,Yes,"","",""
7234,Yes,"","",""
7235,Yes,"","",""
7236,Yes,"","",""
7237,Yes,"","",""
7238,Yes,"","",""
7239,Yes,"","",""
7240,Yes,"","",""
7241,Yes,"","",""
7242,Yes,"","",""
7243,Yes,"","",""
7244,Yes,"","",""
7245,Yes,"","",""
7246,Yes,"","",""
7247,Yes,"","",""
7248,Yes,"","",""
7249,Yes,"","",""
7250,Yes,"","",""
7251,Yes,"","",""
7252,Yes,"","",""
7253,Yes,"","",""
7254,Yes,"","",""
7255,Yes,"","",""
7256,Yes,"","",""
7257,Yes,"","",""
7258,Yes,"","",""
7259,Yes,"","",""
7260,Yes,"","",""
7261,Yes,"","",""
7262,Yes,"","",""
7263,Yes,"","",""
7264,Yes,"","",""
7265,Yes,"","",""
7266,Yes,"","",""
7267,Yes,"","",""
7268,Yes,"","",""
7269,Yes,"","",""
7270,Yes,"","",""
7271,Yes,"","",""
7272,Yes,"","",""
7273,Yes,"","",""
7274,Yes,"","",""
7275,Yes,"","",""
7276,Yes,"","",""
7277,Yes,"","",""
7278,Yes,"","",""
7279,Yes,"","",""
7280,Yes,"","",""
7281,Yes,"","",""
7282,Yes,"","",""
7283,Yes,"","",""
7284,Yes,"","",""
7285,Yes,"","",""
7286,Yes,"","",""
7287,Yes,"","",""
7288,Yes,"","",""
7289,Yes,"","",""
7290,Yes,"","",""
7291,Yes,"","",""
7292,Yes,"","",""
7293,Yes,"","",""
7294,Yes,"","",""
7295,Yes,"","",""
7296,Yes,"","",""
7297,Yes,"","",""
7298,Yes,"","",""
7299,Yes,"","",""
7300,Yes,"","",""
7301,Yes,"","",""
7302,Yes,"","",""
7303,Yes,"","",""
7304,Yes,"","",""
7305,Yes,"","",""
7306,Yes,"","",""
7307,Yes,"","",""
7308,Yes,"","",""
7309,Yes,"","",""
7310,Yes,"","",""
7311,Yes,"","",""
7312,Yes,"","",""
7313,Yes,"","",""
7314,Yes,"","",""
7315,Yes,"","",""
7316,Yes,"","",""
7317,Yes,"","",""
7318,Yes,"","",""
7319,Yes,"","",""
7320,Yes,"","",""
7321,Yes,"","",""
7322,Yes,"","",""
7323,Yes,"","",""
7324,Yes,"","",""
7325,Yes,"","",""
7326,Yes,"","",""
7327,Yes,"","",""
7328,Yes,"","",""
7329,Yes,"","",""
7330,Yes,"","",""
7331,Yes,"","",""
7332,Yes,"","",""
7333,Yes,"","",""
7334,Yes,"","",""
7335,Yes,"","",""
7336,Yes,"","",""
7337,Yes,"","",""
7338,Yes,"","",""
7339,Yes,"","",""
7340,Yes,"","",""
7341,Yes,"","",""
7342,Yes,"","",""
7343,Yes,"","",""
7344,Yes,"","",""
7345,Yes,"","",""
7346,Yes,"","",""
7347,Yes,"","",""
7348,Yes,"","",""
7349,Yes,"","",""
7350,Yes,"","",""
7351,Yes,"","",""
7352,Yes,"","",""
7353,Yes,"","",""
7354,Yes,"","",""
7355,Yes,"","",""
7356,Yes,"","",""
7357,Yes,"","",""
7358,Yes,"","",""
7359,Yes,"","",""
7360,Yes,"","",""
7361,Yes,"","",""
7362,Yes,"","",""
7363,Yes,"","",""
7364,Yes,"","",""
7365,Yes,"","",""
7366,Yes,"","",""
7367,Yes,"","",""
7368,Yes,"","",""
7369,Yes,"","",""
7370,Yes,"","",""
7371,Yes,"","",""
7372,Yes,"","",""
7373,Yes,"","",""
7374,Yes,"","",""
7375,Yes,"","",""
7376,Yes,"","",""
7377,Yes,"","",""
7378,Yes,"","",""
7379,Yes,"","",""
7380,Yes,"","",""
7381,Yes,"","",""
7382,Yes,"","",""
7383,Yes,"","",""
7384,Yes,"","",""
7385,Yes,"","",""
7386,Yes,"","",""
7387,Yes,"","",""
7388,Yes,"","",""
7389,Yes,"","",""
7390,Yes,"","",""
7391,Yes,"","",""
7392,Yes,"","",""
7393,Yes,"","",""
7394,Yes,"","",""
7395,Yes,"","",""
7396,Yes,"","",""
7397,Yes,"","",""
7398,Yes,"","",""
7399,Yes,"","",""
7400,Yes,"","",""
7401,Yes,"","",""
7402,Yes,"","",""
7403,Yes,"","",""
7404,Yes,"","",""
7405,Yes,"","",""
7406,Yes,"","",""
7407,Yes,"","",""
7408,Yes,"","",""
7409,Yes,"","",""
7410,Yes,"","",""
7411,Yes,"","",""
7412,Yes,"","",""
7413,Yes,"","",""
7414,Yes,"","",""
7415,Yes,"","",""
7416,Yes,"","",""
7417,Yes,"","",""
7418,Yes,"","",""
7419,Yes,"","",""
7420,Yes,"","",""
7421,Yes,"","",""
7422,Yes,"","",""
7423,Yes,"","",""
7424,Yes,"","",""
7425,Yes,"","",""
7426,Yes,"","",""
7427,Yes,"","",""
7428,Yes,"","",""
7429,Yes,"","",""
7430,Yes,"","",""
7431,Yes,"","",""
7432,Yes,"","",""
7433,Yes,"","",""
7434,Yes,"","",""
7435,Yes,"","",""
7436,Yes,"","",""
7437,Yes,"","",""
7438,Yes,"","",""
7439,Yes,"","",""
7440,Yes,"","",""
7441,Yes,"","",""
7442,Yes,"","",""
7443,Yes,"","",""
7444,Yes,"","",""
7445,Yes,"","",""
7446,Yes,"","",""
7447,Yes,"","",""
7448,Yes,"","",""
7449,Yes,"","",""
7450,Yes,"","",""
7451,Yes,"","",""
7452,Yes,"","",""
7453,Yes,"","",""
7454,Yes,"","",""
7455,Yes,"","",""
7456,Yes,"","",""
7457,Yes,"","",""
7458,Yes,"","",""
7459,Yes,"","",""
7460,Yes,"","",""
7461,Yes,"","",""
7462,Yes,"","",""
7463,Yes,"","",""
7464,Yes,"","",""
7465,Yes,"","",""
7466,Yes,"","",""
7467,Yes,"","",""
7468,Yes,"","",""
7469,Yes,"","",""
7470,Yes,"","",""
7471,Yes,"","",""
7472,Yes,"","",""
7473,Yes,"","",""
7474,Yes,"","",""
7475,Yes,"","",""
7476,Yes,"","",""
7477,Yes,"","",""
7478,Yes,"","",""
7479,Yes,"","",""
7480,Yes,"","",""
7481,Yes,"","",""
7482,Yes,"","",""
7483,Yes,"","",""
7484,Yes,"","",""
7485,Yes,"","",""
7486,Yes,"","",""
7487,Yes,"","",""
7488,Yes,"","",""
7489,Yes,"","",""
7490,Yes,"","",""
7491,Yes,"","",""
7492,Yes,"","",""
7493,Yes,"","",""
7494,Yes,"","",""
7495,Yes,"","",""
7496,Yes,"","",""
7497,Yes,"","",""
7498,Yes,"","",""
7499,Yes,"","",""
7500,Yes,"","",""
7501,Yes,"","",""
7502,Yes,"","",""
7503,Yes,"","",""
7504,Yes,"","",""
7505,Yes,"","",""
7506,Yes,"","",""
7507,Yes,"","",""
7508,Yes,"","",""
7509,Yes,"","",""
7510,Yes,"","",""
7511,Yes,"","",""
7512,Yes,"","",""
7513,Yes,"","",""
7514,Yes,"","",""
7515,Yes,"","",""
7516,Yes,"","",""
7517,Yes,"","",""
7518,Yes,"","",""
7519,Yes,"","",""
7520,Yes,"","",""
7521,Yes,"","",""
7522,Yes,"","",""
7523,Yes,"","",""
7524,Yes,"","",""
7525,Yes,"","",""
7526,Yes,"","",""
7527,Yes,"","",""
7528,Yes,"","",""
7529,Yes,"","",""
7530,Yes,"","",""
7531,Yes,"","",""
7532,Yes,"","",""
7533,Yes,"","",""
7534,Yes,"","",""
7535,Yes,"","",""
7536,Yes,"","",""
7537,Yes,"","",""
7538,Yes,"","",""
7539,Yes,"","",""
7540,Yes,"","",""
7541,Yes,"","",""
7542,Yes,"","",""
7543,Yes,"","",""
7544,Yes,"","",""
7545,Yes,"","",""
7546,Yes,"","",""
7547,Yes,"","",""
7548,Yes,"","",""
7549,Yes,"","",""
7550,Yes,"","",""
7551,Yes,"","",""
7552,Yes,"","",""
7553,Yes,"","",""
7554,Yes,"","",""
7555,Yes,"","",""
7556,Yes,"","",""
7557,Yes,"","",""
7558,Yes,"","",""
7559,Yes,"","",""
7560,Yes,"","",""
7561,Yes,"","",""
7562,Yes,"","",""
7563,Yes,"","",""
7564,Yes,"","",""
7565,Yes,"","",""
7566,Yes,"","",""
7567,Yes,"","",""
7568,Yes,"","",""
7569,Yes,"","",""
7570,Yes,"","",""
7571,Yes,"","",""
7572,Yes,"","",""
7573,Yes,"","",""
7574,Yes,"","",""
7575,Yes,"","",""
7576,Yes,"","",""
7577,Yes,"","",""
7578,Yes,"","",""
7579,Yes,"","",""
7580,Yes,"","",""
7581,Yes,"","",""
7582,Yes,"","",""
7583,Yes,"","",""
7584,Yes,"","",""
7585,Yes,"","",""
7586,Yes,"","",""
7587,Yes,"","",""
7588,Yes,"","",""
7589,Yes,"","",""
7590,Yes,"","",""
7591,Yes,"","",""
7592,Yes,"","",""
7593,Yes,"","",""
7594,Yes,"","",""
7595,Yes,"","",""
7596,Yes,"","",""
7597,Yes,"","",""
7598,Yes,"","",""
7599,Yes,"","",""
7600,Yes,"","",""
7601,Yes,"","",""
7602,Yes,"","",""
7603,Yes,"","",""
7604,Yes,"","",""
7605,Yes,"","",""
7606,Yes,"","",""
7607,Yes,"","",""
7608,Yes,"","",""
7609,Yes,"","",""
7610,Yes,"","",""
7611,Yes,"","",""
7612,Yes,"","",""
7613,Yes,"","",""
7614,Yes,"","",""
7615,Yes,"","",""
7616,Yes,"","",""
7617,Yes,"","",""
7618,Yes,"","",""
7619,Yes,"","",""
7620,Yes,"","",""
7621,Yes,"","",""
7622,Yes,"","",""
7623,Yes,"","",""
7624,Yes,"","",""
7625,Yes,"","",""
7626,Yes,"","",""
7627,Yes,"","",""
7628,Yes,"","",""
7629,Yes,"","",""
7630,Yes,"","",""
7631,Yes,"","",""
7632,Yes,"","",""
7633,Yes,"","",""
7634,Yes,"","",""
7635,Yes,"","",""
7636,Yes,"","",""
7637,Yes,"","",""
7638,Yes,"","",""
7639,Yes,"","",""
7640,Yes,"","",""
7641,Yes,"","",""
7642,Yes,"","",""
7643,Yes,"","",""
7644,Yes,"","",""
7645,Yes,"","",""
7646,Yes,"","",""
7647,Yes,"","",""
7648,Yes,"","",""
7649,Yes,"","",""
7650,Yes,"","",""
7651,Yes,"","",""
7652,Yes,"","",""
7653,Yes,"","",""
7654,Yes,"","",""
7655,Yes,"","",""
7656,Yes,"","",""
7657,Yes,"","",""
7658,Yes,"","",""
7659,Yes,"","",""
7660,Yes,"","",""
7661,Yes,"","",""
7662,Yes,"","",""
7663,Yes,"","",""
7664,Yes,"","",""
7665,Yes,"","",""
7666,Yes,"","",""
7667,Yes,"","",""
7668,Yes,"","",""
7669,Yes,"","",""
7670,Yes,"","",""
7671,Yes,"","",""
7672,Yes,"","",""
7673,Yes,"","",""
7674,Yes,"","",""
7675,Yes,"","",""
7676,Yes,"","",""
7677,Yes,"","",""
7678,Yes,"","",""
7679,Yes,"","",""
7680,Yes,"","",""
7681,Yes,"","",""
7682,Yes,"","",""
7683,Yes,"","",""
7684,Yes,"","",""
7685,Yes,"","",""
7686,Yes,"","",""
7687,Yes,"","",""
7688,Yes,"","",""
7689,Yes,"","",""
7690,Yes,"","",""
7691,Yes,"","",""
7692,Yes,"","",""
7693,Yes,"","",""
7694,Yes,"","",""
7695,Yes,"","",""
7696,Yes,"","",""
7697,Yes,"","",""
7698,Yes,"","",""
7699,Yes,"","",""
7700,Yes,"","",""
7701,Yes,"","",""
7702,Yes,"","",""
7703,Yes,"","",""
7704,Yes,"","",""
7705,Yes,"","",""
7706,Yes,"","",""
7707,Yes,"","",""
7708,Yes,"","",""
7709,Yes,"","",""
7710,Yes,"","",""
7711,Yes,"","",""
7712,Yes,"","",""
7713,Yes,"","",""
7714,Yes,"","",""
7715,Yes,"","",""
7716,Yes,"","",""
7717,Yes,"","",""
7718,Yes,"","",""
7719,Yes,"","",""
7720,Yes,"","",""
7721,Yes,"","",""
7722,Yes,"","",""
7723,Yes,"","",""
7724,Yes,"","",""
7725,Yes,"","",""
7726,Yes,"","",""
7727,Yes,"","",""
7728,Yes,"","",""
7729,Yes,"","",""
7730,Yes,"","",""
7731,Yes,"","",""
7732,Yes,"","",""
7733,Yes,"","",""
7734,Yes,"","",""
7735,Yes,"","",""
7736,Yes,"","",""
7737,Yes,"","",""
7738,Yes,"","",""
7739,Yes,"","",""
7740,Yes,"","",""
7741,Yes,"","",""
7742,Yes,"","",""
7743,Yes,"","",""
7744,Yes,"","",""
7745,Yes,"","",""
7746,Yes,"","",""
7747,Yes,"","",""
7748,Yes,"","",""
7749,Yes,"","",""
7750,Yes,"","",""
7751,Yes,"","",""
7752,Yes,"","",""
7753,Yes,"","",""
7754,Yes,"","",""
7755,Yes,"","",""
7756,Yes,"","",""
7757,Yes,"","",""
7758,Yes,"","",""
7759,Yes,"","",""
7760,Yes,"","",""
7761,Yes,"","",""
7762,Yes,"","",""
7763,Yes,"","",""
7764,Yes,"","",""
7765,Yes,"","",""
7766,Yes,"","",""
7767,Yes,"","",""
7768,Yes,"","",""
7769,Yes,"","",""
7770,Yes,"","",""
7771,Yes,"","",""
7772,Yes,"","",""
7773,Yes,"","",""
7774,Yes,"","",""
7775,Yes,"","",""
7776,Yes,"","",""
7777,Yes,"","",""
7778,Yes,"","",""
7779,Yes,"","",""
7780,Yes,"","",""
7781,Yes,"","",""
7782,Yes,"","",""
7783,Yes,"","",""
7784,Yes,"","",""
7785,Yes,"","",""
7786,Yes,"","",""
7787,Yes,"","",""
7788,Yes,"","",""
7789,Yes,"","",""
7790,Yes,"","",""
7791,Yes,"","",""
7792,Yes,"","",""
7793,Yes,"","",""
7794,Yes,"","",""
7795,Yes,"","",""
7796,Yes,"","",""
7797,Yes,"","",""
7798,Yes,"","",""
7799,Yes,"","",""
7800,Yes,"","",""
7801,Yes,"","",""
7802,Yes,"","",""
7803,Yes,"","",""
7804,Yes,"","",""
7805,Yes,"","",""
7806,Yes,"","",""
7807,Yes,"","",""
7808,Yes,"","",""
7809,Yes,"","",""
7810,Yes,"","",""
7811,Yes,"","",""
7812,Yes,"","",""
7813,Yes,"","",""
7814,Yes,"","",""
7815,Yes,"","",""
7816,Yes,"","",""
7817,Yes,"","",""
7818,Yes,"","",""
7819,Yes,"","",""
7820,Yes,"","",""
7821,Yes,"","",""
7822,Yes,"","",""
7823,Yes,"","",""
7824,Yes,"","",""
7825,Yes,"","",""
7826,Yes,"","",""
7827,Yes,"","",""
7828,Yes,"","",""
7829,Yes,"","",""
7830,Yes,"","",""
7831,Yes,"","",""
7832,Yes,"","",""
7833,Yes,"","",""
7834,Yes,"","",""
7835,Yes,"","",""
7836,Yes,"","",""
7837,Yes,"","",""
7838,Yes,"","",""
7839,Yes,"","",""
7840,Yes,"","",""
7841,Yes,"","",""
7842,Yes,"","",""
7843,Yes,"","",""
7844,Yes,"","",""
7845,Yes,"","",""
7846,Yes,"","",""
7847,Yes,"","",""
7848,Yes,"","",""
7849,Yes,"","",""
7850,Yes,"","",""
7851,Yes,"","",""
7852,Yes,"","",""
7853,Yes,"","",""
7854,Yes,"","",""
7855,Yes,"","",""
7856,Yes,"","",""
7857,Yes,"","",""
7858,Yes,"","",""
7859,Yes,"","",""
7860,Yes,"","",""
7861,Yes,"","",""
7862,Yes,"","",""
7863,Yes,"","",""
7864,Yes,"","",""
7865,Yes,"","",""
7866,Yes,"","",""
7867,Yes,"","",""
7868,Yes,"","",""
7869,Yes,"","",""
7870,Yes,"","",""
7871,Yes,"","",""
7872,Yes,"","",""
7873,Yes,"","",""
7874,Yes,"","",""
7875,Yes,"","",""
7876,Yes,"","",""
7877,Yes,"","",""
7878,Yes,"","",""
7879,Yes,"","",""
7880,Yes,"","",""
7881,Yes,"","",""
7882,Yes,"","",""
7883,Yes,"","",""
7884,Yes,"","",""
7885,Yes,"","",""
7886,Yes,"","",""
7887,Yes,"","",""
7888,Yes,"","",""
7889,Yes,"","",""
7890,Yes,"","",""
7891,Yes,"","",""
7892,Yes,"","",""
7893,Yes,"","",""
7894,Yes,"","",""
7895,Yes,"","",""
7896,Yes,"","",""
7897,Yes,"","",""
7898,Yes,"","",""
7899,Yes,"","",""
7900,Yes,"","",""
7901,Yes,"","",""
7902,Yes,"","",""
7903,Yes,"","",""
7904,Yes,"","",""
7905,Yes,"","",""
7906,Yes,"","",""
7907,Yes,"","",""
7908,Yes,"","",""
7909,Yes,"","",""
7910,Yes,"","",""
7911,Yes,"","",""
7912,Yes,"","",""
7913,Yes,"","",""
7914,Yes,"","",""
7915,Yes,"","",""
7916,Yes,"","",""
7917,Yes,"","",""
7918,Yes,"","",""
7919,Yes,"","",""
7920,Yes,"","",""
7921,Yes,"","",""
7922,Yes,"","",""
7923,Yes,"","",""
7924,Yes,"","",""
7925,Yes,"","",""
7926,Yes,"","",""
7927,Yes,"","",""
7928,Yes,"","",""
7929,Yes,"","",""
7930,Yes,"","",""
7931,Yes,"","",""
7932,Yes,"","",""
7933,Yes,"","",""
7934,Yes,"","",""
7935,Yes,"","",""
7936,Yes,"","",""
7937,Yes,"","",""
7938,Yes,"","",""
7939,Yes,"","",""
7940,Yes,"","",""
7941,Yes,"","",""
7942,Yes,"","",""
7943,Yes,"","",""
7944,Yes,"","",""
7945,Yes,"","",""
7946,Yes,"","",""
7947,Yes,"","",""
7948,Yes,"","",""
7949,Yes,"","",""
7950,Yes,"","",""
7951,Yes,"","",""
7952,Yes,"","",""
7953,Yes,"","",""
7954,Yes,"","",""
7955,Yes,"","",""
7956,Yes,"","",""
7957,Yes,"","",""
7958,Yes,"","",""
7959,Yes,"","",""
7960,Yes,"","",""
7961,Yes,"","",""
7962,Yes,"","",""
7963,Yes,"","",""
7964,Yes,"","",""
7965,Yes,"","",""
7966,Yes,"","",""
7967,Yes,"","",""
7968,Yes,"","",""
7969,Yes,"","",""
7970,Yes,"","",""
7971,Yes,"","",""
7972,Yes,"","",""
7973,Yes,"","",""
7974,Yes,"","",""
7975,Yes,"","",""
7976,Yes,"","",""
7977,Yes,"","",""
7978,Yes,"","",""
7979,Yes,"","",""
7980,Yes,"","",""
7981,Yes,"","",""
7982,Yes,"","",""
7983,Yes,"","",""
7984,Yes,"","",""
7985,Yes,"","",""
7986,Yes,"","",""
7987,Yes,"","",""
7988,Yes,"","",""
7989,Yes,"","",""
7990,Yes,"","",""
7991,Yes,"","",""
7992,Yes,"","",""
7993,Yes,"","",""
7994,Yes,"","",""
7995,Yes,"","",""
7996,Yes,"","",""
7997,Yes,"","",""
7998,Yes,"","",""
7999,Yes,"","",""
8000,Yes,"","",""
8001,Yes,"","",""
8002,Yes,"","",""
8003,Yes,"","",""
8004,Yes,"","",""
8005,Yes,"","",""
8006,Yes,"","",""
8007,Yes,"","",""
8008,Yes,"","",""
8009,Yes,"","",""
8010,Yes,"","",""
8011,Yes,"","",""
8012,Yes,"","",""
8013,Yes,"","",""
8014,Yes,"","",""
8015,Yes,"","",""
8016,Yes,"","",""
8017,Yes,"","",""
8018,Yes,"","",""
8019,Yes,"","",""
8020,Yes,"","",""
8021,Yes,"","",""
8022,Yes,"","",""
8023,Yes,"","",""
8024,Yes,"","",""
8025,Yes,"","",""
8026,Yes,"","",""
8027,Yes,"","",""
8028,Yes,"","",""
8029,Yes,"","",""
8030,Yes,"","",""
8031,Yes,"","",""
8032,Yes,"","",""
8033,Yes,"","",""
8034,Yes,"","",""
8035,Yes,"","",""
8036,Yes,"","",""
8037,Yes,"","",""
8038,Yes,"","",""
8039,Yes,"","",""
8040,Yes,"","",""
8041,Yes,"","",""
8042,Yes,"","",""
8043,Yes,"","",""
8044,Yes,"","",""
8045,Yes,"","",""
8046,Yes,"","",""
8047,Yes,"","",""
8048,Yes,"","",""
8049,Yes,"","",""
8050,Yes,"","",""
8051,Yes,"","",""
8052,Yes,"","",""
8053,Yes,"","",""
8054,Yes,"","",""
8055,Yes,"","",""
8056,Yes,"","",""
8057,Yes,"","",""
8058,Yes,"","",""
8059,Yes,"","",""
8060,Yes,"","",""
8061,Yes,"","",""
8062,Yes,"","",""
8063,Yes,"","",""
8064,Yes,"","",""
8065,Yes,"","",""
8066,Yes,"","",""
8067,Yes,"","",""
8068,Yes,"","",""
8069,Yes,"","",""
8070,Yes,"","",""
8071,Yes,"","",""
8072,Yes,"","",""
8073,Yes,"","",""
8074,Yes,"","",""
8075,Yes,"","",""
8076,Yes,"","",""
8077,Yes,"","",""
8078,Yes,"","",""
8079,Yes,"","",""
8080,Yes,"","",""
8081,Yes,"","",""
8082,Yes,"","",""
8083,Yes,"","",""
8084,Yes,"","",""
8085,Yes,"","",""
8086,Yes,"","",""
8087,Yes,"","",""
8088,Yes,"","",""
8089,Yes,"","",""
8090,Yes,"","",""
8091,Yes,"","",""
8092,Yes,"","",""
8093,Yes,"","",""
8094,Yes,"","",""
8095,Yes,"","",""
8096,Yes,"","",""
8097,Yes,"","",""
8098,Yes,"","",""
8099,Yes,"","",""
8100,Yes,"","",""
8101,Yes,"","",""
8102,Yes,"","",""
8103,Yes,"","",""
8104,Yes,"","",""
8105,Yes,"","",""
8106,Yes,"","",""
8107,Yes,"","",""
8108,Yes,"","",""
8109,Yes,"","",""
8110,Yes,"","",""
8111,Yes,"","",""
8112,Yes,"","",""
8113,Yes,"","",""
8114,Yes,"","",""
8115,Yes,"","",""
8116,Yes,"","",""
8117,Yes,"","",""
8118,Yes,"","",""
8119,Yes,"","",""
8120,Yes,"","",""
8121,Yes,"","",""
8122,Yes,"","",""
8123,Yes,"","",""
8124,Yes,"","",""
8125,Yes,"","",""
8126,Yes,"","",""
8127,Yes,"","",""
8128,Yes,"","",""
8129,Yes,"","",""
8130,Yes,"","",""
8131,Yes,"","",""
8132,Yes,"","",""
8133,Yes,"","",""
8134,Yes,"","",""
8135,Yes,"","",""
8136,Yes,"","",""
8137,Yes,"","",""
8138,Yes,"","",""
8139,Yes,"","",""
8140,Yes,"","",""
8141,Yes,"","",""
8142,Yes,"","",""
8143,Yes,"","",""
8144,Yes,"","",""
8145,Yes,"","",""
8146,Yes,"","",""
8147,Yes,"","",""
8148,Yes,"","",""
8149,Yes,"","",""
8150,Yes,"","",""
8151,Yes,"","",""
8152,Yes,"","",""
8153,Yes,"","",""
8154,Yes,"","",""
8155,Yes,"","",""
8156,Yes,"","",""
8157,Yes,"","",""
8158,Yes,"","",""
8159,Yes,"","",""
8160,Yes,"","",""
8161,Yes,"","",""
8162,Yes,"","",""
8163,Yes,"","",""
8164,Yes,"","",""
8165,Yes,"","",""
8166,Yes,"","",""
8167,Yes,"","",""
8168,Yes,"","",""
8169,Yes,"","",""
8170,Yes,"","",""
8171,Yes,"","",""
8172,Yes,"","",""
8173,Yes,"","",""
8174,Yes,"","",""
8175,Yes,"","",""
8176,Yes,"","",""
8177,Yes,"","",""
8178,Yes,"","",""
8179,Yes,"","",""
8180,Yes,"","",""
8181,Yes,"","",""
8182,Yes,"","",""
8183,Yes,"","",""
8184,Yes,"","",""
8185,Yes,"","",""
8186,Yes,"","",""
8187,Yes,"","",""
8188,Yes,"","",""
8189,Yes,"","",""
8190,Yes,"","",""
8191,Yes,"","",""
8192,Yes,"","",""
8193,Yes,"","",""
8194,Yes,"","",""
8195,Yes,"","",""
8196,Yes,"","",""
8197,Yes,"","",""
8198,Yes,"","",""
8199,Yes,"","",""
8200,Yes,"","",""
8201,Yes,"","",""
8202,Yes,"","",""
8203,Yes,"","",""
8204,Yes,"","",""
8205,Yes,"","",""
8206,Yes,"","",""
8207,Yes,"","",""
8208,Yes,"","",""
8209,Yes,"","",""
8210,Yes,"","",""
8211,Yes,"","",""
8212,Yes,"","",""
8213,Yes,"","",""
8214,Yes,"","",""
8215,Yes,"","",""
8216,Yes,"","",""
8217,Yes,"","",""
8218,Yes,"","",""
8219,Yes,"","",""
8220,Yes,"","",""
8221,Yes,"","",""
8222,Yes,"","",""
8223,Yes,"","",""
8224,Yes,"","",""
8225,Yes,"","",""
8226,Yes,"","",""
8227,Yes,"","",""
8228,Yes,"","",""
8229,Yes,"","",""
8230,Yes,"","",""
8231,Yes,"","",""
8232,Yes,"","",""
8233,Yes,"","",""
8234,Yes,"","",""
8235,Yes,"","",""
8236,Yes,"","",""
8237,Yes,"","",""
8238,Yes,"","",""
8239,Yes,"","",""
8240,Yes,"","",""
8241,Yes,"","",""
8242,Yes,"","",""
8243,Yes,"","",""
8244,Yes,"","",""
8245,Yes,"","",""
8246,Yes,"","",""
8247,Yes,"","",""
8248,Yes,"","",""
8249,Yes,"","",""
8250,Yes,"","",""
8251,Yes,"","",""
8252,Yes,"","",""
8253,Yes,"","",""
8254,Yes,"","",""
8255,Yes,"","",""
8256,Yes,"","",""
8257,Yes,"","",""
8258,Yes,"","",""
8259,Yes,"","",""
8260,Yes,"","",""
8261,Yes,"","",""
8262,Yes,"","",""
8263,Yes,"","",""
8264,Yes,"","",""
8265,Yes,"","",""
8266,Yes,"","",""
8267,Yes,"","",""
8268,Yes,"","",""
8269,Yes,"","",""
8270,Yes,"","",""
8271,Yes,"","",""
8272,Yes,"","",""
8273,Yes,"","",""
8274,Yes,"","",""
8275,Yes,"","",""
8276,Yes,"","",""
8277,Yes,"","",""
8278,Yes,"","",""
8279,Yes,"","",""
8280,Yes,"","",""
8281,Yes,"","",""
8282,Yes,"","",""
8283,Yes,"","",""
8284,Yes,"","",""
8285,Yes,"","",""
8286,Yes,"","",""
8287,Yes,"","",""
8288,Yes,"","",""
8289,Yes,"","",""
8290,Yes,"","",""
8291,Yes,"","",""
8292,Yes,"","",""
8293,Yes,"","",""
8294,Yes,"","",""
8295,Yes,"","",""
8296,Yes,"","",""
8297,Yes,"","",""
8298,Yes,"","",""
8299,Yes,"","",""
8300,Yes,"","",""
8301,Yes,"","",""
8302,Yes,"","",""
8303,Yes,"","",""
8304,Yes,"","",""
8305,Yes,"","",""
8306,Yes,"","",""
8307,Yes,"","",""
8308,Yes,"","",""
8309,Yes,"","",""
8310,Yes,"","",""
8311,Yes,"","",""
8312,Yes,"","",""
8313,Yes,"","",""
8314,Yes,"","",""
8315,Yes,"","",""
8316,Yes,"","",""
8317,Yes,"","",""
8318,Yes,"","",""
8319,Yes,"","",""
8320,Yes,"","",""
8321,Yes,"","",""
8322,Yes,"","",""
8323,Yes,"","",""
8324,Yes,"","",""
8325,Yes,"","",""
8326,Yes,"","",""
8327,Yes,"","",""
8328,Yes,"","",""
8329,Yes,"","",""
8330,Yes,"","",""
8331,Yes,"","",""
8332,Yes,"","",""
8333,Yes,"","",""
8334,Yes,"","",""
8335,Yes,"","",""
8336,Yes,"","",""
8337,Yes,"","",""
8338,Yes,"","",""
8339,Yes,"","",""
8340,Yes,"","",""
8341,Yes,"","",""
8342,Yes,"","",""
